opportunity_id,sales_agent,manager,regional_office,account,sector,office_location,product,series,sales_price,deal_stage,engage_date,close_date,close_value
1ZMWMU21,Marty Freudenburg,Melvin Marxen,Central ,Conecom,technolgy,United States,MG Advanced,MG,3393,Won,5/27/2017,8/23/2017,3407
1ZT4IROS,Kami Bicknell,Summer Sewald,West ,Xx-holding,finance,United States,GTX Basic,GTX,550,Won,10/8/2017,10/10/2017,608
20048JO2,Corliss Cosme,Cara Losch,East ,Opentech,finance,United States,GTX Plus Basic,GTX,1096,Won,11/26/2017,12/14/2017,1204
20CVXRTX,Vicki Laflamme,Celia Rouche,West ,Kinnamplus,retail,United States,GTXPro,GTX,4821,Engaging,4/1/2017,NULL,NULL
20N9WSRC,Darcel Schlecht,Melvin Marxen,Central ,Globex Corporation,technolgy,Norway,GTXPro,GTX,4821,Lost,3/22/2017,5/23/2017,0
20NZO7TT,Maureen Marcano,Summer Sewald,West ,J-Texon,retail,United States,MG Advanced,MG,3393,Won,11/16/2017,12/1/2017,3271
20QTAZ1L,Zane Levy,Summer Sewald,West ,Lexiqvolax,medical,United States,MG Special,MG,55,Lost,5/18/2017,5/23/2017,0
21JDZDNJ,Markita Hansen,Celia Rouche,West ,Faxquote,telecommunications,United States,GTXPro,GTX,4821,Won,5/25/2017,8/14/2017,4738
21OMR381,Corliss Cosme,Cara Losch,East ,NULL,NULL,NULL,MG Special,MG,55,Engaging,7/12/2017,NULL,NULL
21PRD9FN,Garret Kinder,Cara Losch,East ,Donware,marketing,United States,GTXPro,GTX,4821,Won,3/7/2017,5/15/2017,5022
21S1ETXM,Kary Hendrixson,Summer Sewald,West ,Scotfind,software,United States,GTX Plus Basic,GTX,1096,Lost,3/24/2017,4/3/2017,0
22HV3N2W,Niesha Huffines,Melvin Marxen,Central ,Rangreen,technolgy,Panama,GTX Plus Basic,GTX,1096,Engaging,8/1/2017,NULL,NULL
22OFSXBT,Jonathan Berthelot,Melvin Marxen,Central ,Statholdings,employment,United States,GTXPro,GTX,4821,Won,12/2/2016,3/30/2017,5406
22TUMCKT,Jonathan Berthelot,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
22WVAXR2,Cassey Cress,Rocco Neubert,East ,Massive Dynamic,entertainment,United States,GTX Plus Basic,GTX,1096,Won,7/25/2017,7/29/2017,1311
22ZJM20V,Darcel Schlecht,Melvin Marxen,Central ,Statholdings,employment,United States,GTXPro,GTX,4821,Lost,2/9/2017,5/18/2017,0
233HYDSP,Anna Snelling,Dustin Brinkmann,Central ,Gogozoom,telecommunications,United States,MG Special,MG,55,Won,8/29/2017,12/3/2017,44
237L2CSV,Corliss Cosme,Cara Losch,East ,Ontomedia,employment,United States,GTXPro,GTX,4821,Won,5/7/2017,5/15/2017,3960
23J295J4,Rosalina Dieter,Celia Rouche,West ,Xx-holding,finance,United States,MG Special,MG,55,Engaging,8/21/2017,NULL,NULL
23K5J6JP,Anna Snelling,Dustin Brinkmann,Central ,Funholding,finance,United States,MG Advanced,MG,3393,Lost,8/23/2017,11/8/2017,0
23NAJF9W,Zane Levy,Summer Sewald,West ,Plussunin,retail,United States,GTXPro,GTX,4821,Engaging,6/26/2017,NULL,NULL
23R03LTJ,Darcel Schlecht,Melvin Marxen,Central ,Warephase,services,United States,GTX Plus Basic,GTX,1096,Won,7/24/2017,8/7/2017,996
23ZL97PN,Donn Cantrell,Rocco Neubert,East ,Betasoloin,medical,United States,GTX Plus Basic,GTX,1096,Lost,12/2/2017,12/12/2017,0
246MLWZ7,Zane Levy,Summer Sewald,West ,Rangreen,technolgy,Panama,GTX Basic,GTX,550,Engaging,5/9/2017,NULL,NULL
24BCH90I,Maureen Marcano,Summer Sewald,West ,Kan-code,software,United States,GTX Plus Basic,GTX,1096,Won,11/12/2017,11/15/2017,1124
24K085JJ,Maureen Marcano,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,9/15/2017,NULL,NULL
24LP4J8U,Daniell Hammack,Rocco Neubert,East ,Kan-code,software,United States,GTXPro,GTX,4821,Lost,4/13/2017,5/13/2017,0
24OSGLGF,Anna Snelling,Dustin Brinkmann,Central ,Dontechi,software,United States,MG Special,MG,55,Won,7/4/2017,7/6/2017,56
24REVMX7,Rosalina Dieter,Celia Rouche,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,6/25/2017,NULL,NULL
24UTFDPK,Cassey Cress,Rocco Neubert,East ,Massive Dynamic,entertainment,United States,GTX Basic,GTX,550,Won,2/23/2017,3/12/2017,572
2536CW3V,Kami Bicknell,Summer Sewald,West ,Rantouch,telecommunications,United States,GTX Plus Basic,GTX,1096,Lost,1/19/2017,5/8/2017,0
25A51PWG,Darcel Schlecht,Melvin Marxen,Central ,Gogozoom,telecommunications,United States,GTXPro,GTX,4821,Lost,2/20/2017,5/16/2017,0
25FUROM1,Daniell Hammack,Rocco Neubert,East ,Y-corporation,employment,United States,GTX Plus Basic,GTX,1096,Engaging,2/27/2017,NULL,NULL
25YKPHX8,Donn Cantrell,Rocco Neubert,East ,Kan-code,software,United States,GTX Basic,GTX,550,Won,11/21/2016,3/21/2017,462
265SZR01,Rosalina Dieter,Celia Rouche,West ,Xx-holding,finance,United States,GTX Basic,GTX,550,Won,3/30/2017,6/19/2017,501
26CH1NDR,Daniell Hammack,Rocco Neubert,East ,Mathtouch,marketing,Jordan,GTX Basic,GTX,550,Engaging,3/9/2017,NULL,NULL
26XU4887,Niesha Huffines,Melvin Marxen,Central ,Hottechi,technolgy,Korea,GTX Basic,GTX,550,Won,4/1/2017,4/10/2017,531
2751GWVC,Vicki Laflamme,Celia Rouche,West ,Hottechi,technolgy,Korea,GTX Basic,GTX,550,Won,9/22/2017,11/18/2017,651
2756CEOQ,Vicki Laflamme,Celia Rouche,West ,Plusstrip,entertainment,United States,MG Special,MG,55,Won,6/6/2017,9/16/2017,55
279625VN,Anna Snelling,Dustin Brinkmann,Central ,Funholding,finance,United States,MG Advanced,MG,3393,Lost,1/5/2017,3/25/2017,0
27REMGYU,James Ascencio,Summer Sewald,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,8/12/2017,NULL,NULL
27UN3UX8,Cassey Cress,Rocco Neubert,East ,Ontomedia,employment,United States,GTX Plus Pro,GTX,5482,Won,6/1/2017,6/9/2017,5112
27ZK0L0F,Niesha Huffines,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
283MDYKM,Moses Frase,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,7/31/2017,NULL,NULL
283Y9ULR,Vicki Laflamme,Celia Rouche,West ,Konex,technolgy,United States,MG Special,MG,55,Won,9/2/2017,9/23/2017,47
2872DC79,Moses Frase,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
2897DN4S,Darcel Schlecht,Melvin Marxen,Central ,Finhigh,finance,United States,GTX Plus Basic,GTX,1096,Lost,7/17/2017,7/18/2017,0
28BIO7F9,Marty Freudenburg,Melvin Marxen,Central ,Konmatfix,marketing,United States,GTX Basic,GTX,550,Won,3/29/2017,6/2/2017,490
28EJ0L9T,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Prospecting,NULL,NULL,NULL
28EVFB8G,Cecily Lampkin,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,GTX Plus Basic,GTX,1096,Lost,7/11/2017,7/13/2017,0
28FTXKAB,Markita Hansen,Celia Rouche,West ,Zoomit,entertainment,United States,MG Advanced,MG,3393,Won,5/31/2017,9/23/2017,3722
28QWFYSP,Wilburn Farren,Cara Losch,East ,Bluth Company,technolgy,United States,MG Special,MG,55,Lost,4/3/2017,4/5/2017,0
28S2Z15A,Darcel Schlecht,Melvin Marxen,Central ,Ron-tech,medical,United States,MG Special,MG,55,Won,6/25/2017,8/2/2017,56
292W4P09,Corliss Cosme,Cara Losch,East ,Kinnamplus,retail,United States,GTX Basic,GTX,550,Won,7/23/2017,7/25/2017,630
298J5EM0,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,8/9/2017,NULL,NULL
29VR6EL4,Hayden Neloms,Celia Rouche,West ,Konex,technolgy,United States,MG Advanced,MG,3393,Lost,6/28/2017,9/14/2017,0
29W6WPLA,Jonathan Berthelot,Melvin Marxen,Central ,Gekko & Co,retail,United States,GTX Plus Basic,GTX,1096,Engaging,7/20/2017,NULL,NULL
29ZDUK49,Anna Snelling,Dustin Brinkmann,Central ,Betatech,medical,Kenya,GTX Plus Basic,GTX,1096,Won,6/29/2017,7/10/2017,1047
2AGA3ALY,Hayden Neloms,Celia Rouche,West ,Konex,technolgy,United States,MG Advanced,MG,3393,Won,11/16/2017,11/20/2017,3664
2AGLONC4,Donn Cantrell,Rocco Neubert,East ,Bluth Company,technolgy,United States,GTXPro,GTX,4821,Won,2/24/2017,5/15/2017,5621
2AMVTZLM,Marty Freudenburg,Melvin Marxen,Central ,Genco Pura Olive Oil Company,retail,Italy,MG Special,MG,55,Lost,7/27/2017,8/1/2017,0
2AV40FHB,Donn Cantrell,Rocco Neubert,East ,Konex,technolgy,United States,GTXPro,GTX,4821,Lost,3/30/2017,4/1/2017,0
2B0QVPBT,Gladys Colclough,Melvin Marxen,Central ,Stanredtax,finance,United States,MG Special,MG,55,Won,4/14/2017,4/15/2017,57
2BD1SDBX,Jonathan Berthelot,Melvin Marxen,Central ,Vehement Capital Partners,finance,United States,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
2BG4ZR42,Corliss Cosme,Cara Losch,East ,Zathunicon,retail,United States,GTX Plus Basic,GTX,1096,Lost,6/15/2017,9/19/2017,0
2BH5Q718,Hayden Neloms,Celia Rouche,West ,Scotfind,software,United States,MG Advanced,MG,3393,Lost,11/14/2017,11/23/2017,0
2BWZLXZ8,Kami Bicknell,Summer Sewald,West ,Newex,services,Germany,GTXPro,GTX,4821,Won,2/19/2017,3/5/2017,4216
2BXYT4PD,Hayden Neloms,Celia Rouche,West ,Funholding,finance,United States,GTX Plus Pro,GTX,5482,Engaging,5/18/2017,NULL,NULL
2BYD4WQ7,Anna Snelling,Dustin Brinkmann,Central ,Funholding,finance,United States,MG Special,MG,55,Lost,3/20/2017,5/19/2017,0
2CN1G52G,Marty Freudenburg,Melvin Marxen,Central ,Hottechi,technolgy,Korea,MG Advanced,MG,3393,Lost,9/28/2017,10/3/2017,0
2CRE26AC,Elease Gluck,Celia Rouche,West ,Newex,services,Germany,MG Special,MG,55,Won,7/23/2017,7/25/2017,57
2CY7OS6A,Rosalina Dieter,Celia Rouche,West ,Y-corporation,employment,United States,MG Special,MG,55,Lost,10/3/2017,10/6/2017,0
2CZUU9E0,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,7/22/2017,NULL,NULL
2CZVRGQ4,Darcel Schlecht,Melvin Marxen,Central ,Conecom,technolgy,United States,GTXPro,GTX,4821,Won,6/30/2017,7/6/2017,4749
2DKO9X1T,Jonathan Berthelot,Melvin Marxen,Central ,Rundofase,technolgy,United States,GTX Basic,GTX,550,Lost,12/21/2016,3/10/2017,0
2DOJKFNW,Niesha Huffines,Melvin Marxen,Central ,dambase,marketing,United States,MG Advanced,MG,3393,Lost,4/11/2017,4/12/2017,0
2DOZJ7GT,Versie Hillebrand,Dustin Brinkmann,Central ,Gogozoom,telecommunications,United States,MG Advanced,MG,3393,Lost,8/5/2017,11/8/2017,0
2DT6W3HA,Reed Clapper,Rocco Neubert,East ,Bluth Company,technolgy,United States,MG Advanced,MG,3393,Lost,11/27/2017,12/12/2017,0
2DT70XCQ,Donn Cantrell,Rocco Neubert,East ,Plussunin,retail,United States,GTX Basic,GTX,550,Won,10/31/2017,11/8/2017,450
2DVE0XCM,Versie Hillebrand,Dustin Brinkmann,Central ,Genco Pura Olive Oil Company,retail,Italy,MG Special,MG,55,Won,2/15/2017,3/17/2017,60
2DY9U1V7,Rosie Papadopoulos,Cara Losch,East ,Konex,technolgy,United States,GTXPro,GTX,4821,Engaging,10/20/2017,NULL,NULL
2E2FDZHG,Niesha Huffines,Melvin Marxen,Central ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,8/2/2017,NULL,NULL
2EBLR9N8,Lajuana Vencill,Dustin Brinkmann,Central ,Conecom,technolgy,United States,GTX Basic,GTX,550,Won,12/24/2017,12/26/2017,622
2EFTTOAV,Zane Levy,Summer Sewald,West ,Green-Plus,services,United States,GTX Plus Pro,GTX,5482,Won,9/23/2017,10/1/2017,5865
2EILEDKF,Reed Clapper,Rocco Neubert,East ,Massive Dynamic,entertainment,United States,MG Advanced,MG,3393,Won,2/20/2017,3/5/2017,3315
2EKGLB0Q,Kami Bicknell,Summer Sewald,West ,Y-corporation,employment,United States,GTX Basic,GTX,550,Won,4/12/2017,4/13/2017,478
2EO70V27,Kary Hendrixson,Summer Sewald,West ,Sunnamplex,marketing,Poland,GTXPro,GTX,4821,Lost,4/25/2017,4/27/2017,0
2EOF1QCY,James Ascencio,Summer Sewald,West ,J-Texon,retail,United States,GTX Plus Pro,GTX,5482,Won,1/28/2017,5/20/2017,5259
2EYTB3PX,Donn Cantrell,Rocco Neubert,East ,Condax,medical,United States,MG Advanced,MG,3393,Won,7/15/2017,7/25/2017,3724
2F0RUQ0B,Donn Cantrell,Rocco Neubert,East ,Zotware,software,United States,GTXPro,GTX,4821,Won,6/9/2017,8/2/2017,4517
2F41W100,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,8/26/2017,NULL,NULL
2FEA30KT,Hayden Neloms,Celia Rouche,West ,Singletechno,retail,United States,GTX Plus Basic,GTX,1096,Won,4/8/2017,5/25/2017,935
2FGEGLVU,Vicki Laflamme,Celia Rouche,West ,Doncon,technolgy,United States,MG Special,MG,55,Lost,6/20/2017,6/23/2017,0
2FGV5XNE,Maureen Marcano,Summer Sewald,West ,Sunnamplex,marketing,Poland,MG Advanced,MG,3393,Lost,11/9/2017,11/27/2017,0
2FM8HJDM,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,9/20/2017,NULL,NULL
2FMT1053,Hayden Neloms,Celia Rouche,West ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,5/18/2017,NULL,NULL
2FNTCPOU,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,6/25/2017,NULL,NULL
2FTB6A7I,James Ascencio,Summer Sewald,West ,Kan-code,software,United States,GTX Plus Pro,GTX,5482,Won,1/30/2017,5/16/2017,5390
2G5ZMOYC,Versie Hillebrand,Dustin Brinkmann,Central ,Scottech,marketing,United States,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
2G82J8WD,Darcel Schlecht,Melvin Marxen,Central ,Warephase,services,United States,GTXPro,GTX,4821,Won,5/19/2017,9/11/2017,4914
2GFL3TAF,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,7/25/2017,NULL,NULL
2GN2TRVV,Jonathan Berthelot,Melvin Marxen,Central ,Treequote,telecommunications,United States,GTX Basic,GTX,550,Lost,6/13/2017,8/23/2017,0
2GQAAHG6,Reed Clapper,Rocco Neubert,East ,Konex,technolgy,United States,MG Advanced,MG,3393,Won,10/2/2017,10/12/2017,3670
2GQH9FKJ,Darcel Schlecht,Melvin Marxen,Central ,dambase,marketing,United States,GTXPro,GTX,4821,Won,7/27/2017,8/9/2017,4790
2GR73FEV,Zane Levy,Summer Sewald,West ,Fasehatice,retail,United States,GTX Plus Basic,GTX,1096,Lost,3/27/2017,4/3/2017,0
2GRNCODO,James Ascencio,Summer Sewald,West ,Hatfan,services,United States,GTX Plus Pro,GTX,5482,Lost,9/2/2017,11/5/2017,0
2GV66JA7,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,4/6/2017,NULL,NULL
2GVXOWDF,Cassey Cress,Rocco Neubert,East ,Bluth Company,technolgy,United States,GTX Basic,GTX,550,Won,8/20/2017,9/11/2017,566
2H45C9FK,Marty Freudenburg,Melvin Marxen,Central ,Streethex,retail,Belgium,GTXPro,GTX,4821,Lost,10/15/2017,10/23/2017,0
2HFLKREC,Cassey Cress,Rocco Neubert,East ,Zotware,software,United States,MG Advanced,MG,3393,Won,11/30/2016,3/15/2017,3665
2HKRINHL,Cassey Cress,Rocco Neubert,East ,Plussunin,retail,United States,GTX Plus Pro,GTX,5482,Won,10/22/2017,10/24/2017,5500
2HPCHBIL,Corliss Cosme,Cara Losch,East ,Bluth Company,technolgy,United States,GTX Plus Pro,GTX,5482,Lost,7/5/2017,7/14/2017,0
2HS1C21I,Elease Gluck,Celia Rouche,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,4/3/2017,NULL,NULL
2HT2R2GY,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,12/29/2016,NULL,NULL
2HU581DM,Daniell Hammack,Rocco Neubert,East ,Xx-zobam,entertainment,United States,GTXPro,GTX,4821,Won,4/10/2017,4/11/2017,5000
2HU8CPJ3,Vicki Laflamme,Celia Rouche,West ,Labdrill,medical,United States,MG Advanced,MG,3393,Won,7/30/2017,11/13/2017,3464
2HVDAY4L,Moses Frase,Dustin Brinkmann,Central ,Cancity,retail,United States,MG Special,MG,55,Lost,7/10/2017,7/21/2017,0
2HYR0Q4Y,Corliss Cosme,Cara Losch,East ,Plussunin,retail,United States,MG Advanced,MG,3393,Lost,8/31/2017,11/13/2017,0
2I7IFY8D,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,7/29/2017,NULL,NULL
2ICN8RJP,Darcel Schlecht,Melvin Marxen,Central ,Rundofase,technolgy,United States,GTXPro,GTX,4821,Won,8/14/2017,11/4/2017,3902
2IKGOPW1,Darcel Schlecht,Melvin Marxen,Central ,Inity,marketing,United States,GTXPro,GTX,4821,Won,7/28/2017,7/30/2017,4387
2IO3IJPO,Cassey Cress,Rocco Neubert,East ,Zencorporation,technolgy,China,GTXPro,GTX,4821,Won,4/16/2017,4/27/2017,4852
2IQ0ZY9W,Jonathan Berthelot,Melvin Marxen,Central ,Scottech,marketing,United States,GTX Basic,GTX,550,Won,7/1/2017,7/11/2017,574
2IRZM0LB,Darcel Schlecht,Melvin Marxen,Central ,Xx-zobam,entertainment,United States,GTXPro,GTX,4821,Prospecting,NULL,NULL,NULL
2IYQ5ALK,Jonathan Berthelot,Melvin Marxen,Central ,Warephase,services,United States,GTX Basic,GTX,550,Lost,10/2/2017,10/7/2017,0
2J16RN99,Donn Cantrell,Rocco Neubert,East ,Mathtouch,marketing,Jordan,GTXPro,GTX,4821,Lost,2/16/2017,5/21/2017,0
2J5E145N,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,2/7/2017,NULL,NULL
2J649YC5,Darcel Schlecht,Melvin Marxen,Central ,Statholdings,employment,United States,GTX Plus Basic,GTX,1096,Won,7/1/2017,7/11/2017,1308
2JFS8EGS,Maureen Marcano,Summer Sewald,West ,Nam-zim,services,Brazil,MG Special,MG,55,Lost,2/26/2017,5/3/2017,0
2JY9SQ2L,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,3/18/2017,NULL,NULL
2K52EH11,Cassey Cress,Rocco Neubert,East ,Vehement Capital Partners,finance,United States,MG Advanced,MG,3393,Lost,7/27/2017,12/12/2017,0
2K7R3QHZ,Kary Hendrixson,Summer Sewald,West ,Nam-zim,services,Brazil,GTX Basic,GTX,550,Won,4/24/2017,9/3/2017,616
2K8H292S,Anna Snelling,Dustin Brinkmann,Central ,Rundofase,technolgy,United States,GTX Basic,GTX,550,Lost,4/12/2017,4/18/2017,0
2KKRRM1G,Zane Levy,Summer Sewald,West ,Y-corporation,employment,United States,GTX Plus Basic,GTX,1096,Won,1/21/2017,5/3/2017,1036
2KNVLXA4,Cassey Cress,Rocco Neubert,East ,Plussunin,retail,United States,GTX Plus Pro,GTX,5482,Won,10/4/2017,10/14/2017,5989
2KVQ5Z4M,Wilburn Farren,Cara Losch,East ,Xx-zobam,entertainment,United States,MG Advanced,MG,3393,Lost,9/21/2017,11/29/2017,0
2KWJIZX6,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,8/10/2017,NULL,NULL
2KWQ6RAZ,Anna Snelling,Dustin Brinkmann,Central ,Cancity,retail,United States,MG Special,MG,55,Won,12/8/2017,12/18/2017,60
2L5ZWLI7,Cassey Cress,Rocco Neubert,East ,Betasoloin,medical,United States,GTX Plus Basic,GTX,1096,Lost,3/1/2017,5/25/2017,0
2L8LJJRJ,James Ascencio,Summer Sewald,West ,Faxquote,telecommunications,United States,GTX Basic,GTX,550,Lost,4/25/2017,8/3/2017,0
2LF1TSPZ,Corliss Cosme,Cara Losch,East ,Ganjaflex,retail,Japan,GTX Basic,GTX,550,Lost,4/4/2017,5/10/2017,0
2LOQKW1C,Niesha Huffines,Melvin Marxen,Central ,Domzoom,entertainment,United States,GTX Basic,GTX,550,Won,9/9/2017,9/24/2017,568
2LP5SUR5,Lajuana Vencill,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,GTX Basic,GTX,550,Lost,12/11/2016,3/9/2017,0
2LSNRT4U,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,4/17/2017,NULL,NULL
2LTS2CL8,Niesha Huffines,Melvin Marxen,Central ,Streethex,retail,Belgium,MG Special,MG,55,Lost,5/26/2017,5/31/2017,0
2MBFRRGW,Lajuana Vencill,Dustin Brinkmann,Central ,Dontechi,software,United States,GTX Basic,GTX,550,Lost,6/26/2017,7/3/2017,0
2MH79C2B,Versie Hillebrand,Dustin Brinkmann,Central ,Konmatfix,marketing,United States,MG Special,MG,55,Won,9/12/2017,9/26/2017,54
2MHTTXX0,Darcel Schlecht,Melvin Marxen,Central ,Rangreen,technolgy,Panama,GTX Plus Pro,GTX,5482,Lost,2/25/2017,6/17/2017,0
2MKG6ZDD,James Ascencio,Summer Sewald,West ,Domzoom,entertainment,United States,GTX Basic,GTX,550,Engaging,6/20/2017,NULL,NULL
2N2MUDOA,Daniell Hammack,Rocco Neubert,East ,Bioholding,medical,Philipines,GTXPro,GTX,4821,Engaging,8/5/2017,NULL,NULL
2NKZR4IM,Lajuana Vencill,Dustin Brinkmann,Central ,Isdom,medical,United States,GTX Plus Pro,GTX,5482,Lost,4/17/2017,4/24/2017,0
2NN7T8LG,Markita Hansen,Celia Rouche,West ,Singletechno,retail,United States,MG Advanced,MG,3393,Lost,5/10/2017,5/16/2017,0
2NO97U9Z,Marty Freudenburg,Melvin Marxen,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
2NPSMBLK,Darcel Schlecht,Melvin Marxen,Central ,Codehow,software,United States,GTXPro,GTX,4821,Lost,5/3/2017,8/8/2017,0
2NTWE1G4,Kary Hendrixson,Summer Sewald,West ,Xx-holding,finance,United States,GTXPro,GTX,4821,Won,5/3/2017,5/8/2017,4604
2O1IK8VR,Versie Hillebrand,Dustin Brinkmann,Central ,Warephase,services,United States,MG Advanced,MG,3393,Won,6/7/2017,6/17/2017,3662
2O76H591,James Ascencio,Summer Sewald,West ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,6/17/2017,NULL,NULL
2O7MVJ1T,Violet Mclelland,Cara Losch,East ,Ganjaflex,retail,Japan,GTX Basic,GTX,550,Won,8/21/2017,8/26/2017,592
2OAIXF3A,Reed Clapper,Rocco Neubert,East ,Kan-code,software,United States,GTX Plus Basic,GTX,1096,Won,2/27/2017,3/13/2017,1106
2OPR77CI,Maureen Marcano,Summer Sewald,West ,Kan-code,software,United States,GTX Basic,GTX,550,Lost,4/24/2017,4/26/2017,0
2OQB2KPY,Maureen Marcano,Summer Sewald,West ,Finjob,employment,United States,GTX Plus Basic,GTX,1096,Lost,4/18/2017,4/22/2017,0
2P0VIX4N,Cecily Lampkin,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,MG Advanced,MG,3393,Lost,10/2/2017,12/20/2017,0
2PCPSBP9,Reed Clapper,Rocco Neubert,East ,Acme Corporation,technolgy,United States,GTX Basic,GTX,550,Lost,4/22/2017,5/8/2017,0
2PI827MA,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,5/25/2017,NULL,NULL
2PMIYAFN,Reed Clapper,Rocco Neubert,East ,Kan-code,software,United States,GTX Plus Basic,GTX,1096,Won,5/31/2017,6/15/2017,1120
2PP30ME4,Corliss Cosme,Cara Losch,East ,Konex,technolgy,United States,GTX Plus Basic,GTX,1096,Lost,8/6/2017,11/4/2017,0
2PQORQGO,Boris Faz,Rocco Neubert,East ,Zencorporation,technolgy,China,GTX Plus Pro,GTX,5482,Won,5/29/2017,9/13/2017,5714
2PX317QP,Kary Hendrixson,Summer Sewald,West ,Newex,services,Germany,GTXPro,GTX,4821,Won,10/8/2017,11/23/2017,4780
2PXZ68OA,Darcel Schlecht,Melvin Marxen,Central ,Scottech,marketing,United States,GTXPro,GTX,4821,Won,9/9/2017,12/5/2017,5127
2QGI573A,Corliss Cosme,Cara Losch,East ,The New York Inquirer,medical,United States,GTX Basic,GTX,550,Won,5/23/2017,5/26/2017,463
2QHB4SYK,Violet Mclelland,Cara Losch,East ,Zencorporation,technolgy,China,MG Special,MG,55,Won,7/20/2017,7/28/2017,55
2QHRL8CW,Moses Frase,Dustin Brinkmann,Central ,Stanredtax,finance,United States,GTX Basic,GTX,550,Won,2/19/2017,5/28/2017,404
2QISWUQ9,Cassey Cress,Rocco Neubert,East ,Kinnamplus,retail,United States,GTX Basic,GTX,550,Lost,8/9/2017,12/5/2017,0
2QQD7411,James Ascencio,Summer Sewald,West ,Y-corporation,employment,United States,GTX Basic,GTX,550,Won,3/27/2017,5/25/2017,540
2R3ZA84D,Darcel Schlecht,Melvin Marxen,Central ,Finhigh,finance,United States,MG Special,MG,55,Won,1/10/2017,3/28/2017,52
2R9HXKXT,Boris Faz,Rocco Neubert,East ,Konex,technolgy,United States,GTX Plus Basic,GTX,1096,Lost,2/20/2017,5/25/2017,0
2RB900SL,James Ascencio,Summer Sewald,West ,J-Texon,retail,United States,GTXPro,GTX,4821,Won,6/26/2017,9/15/2017,5541
2RE0MZGV,Reed Clapper,Rocco Neubert,East ,Zencorporation,technolgy,China,MG Advanced,MG,3393,Won,10/6/2017,10/7/2017,3203
2RQOUJ9V,Lajuana Vencill,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
2S3DHZFO,Darcel Schlecht,Melvin Marxen,Central ,Konmatfix,marketing,United States,GTXPro,GTX,4821,Lost,4/4/2017,6/21/2017,0
2S7CMLRJ,Maureen Marcano,Summer Sewald,West ,Goodsilron,marketing,United States,GTX Plus Basic,GTX,1096,Won,8/1/2017,8/8/2017,1143
2SBP68CP,Violet Mclelland,Cara Losch,East ,Gekko & Co,retail,United States,MG Special,MG,55,Lost,4/19/2017,4/21/2017,0
2SGRE4VE,Niesha Huffines,Melvin Marxen,Central ,Cancity,retail,United States,GTX Basic,GTX,550,Lost,4/7/2017,4/16/2017,0
